Gene,Module
HES1,c1_502
HES1,c1_171
HES1,c1_4
CITED2,c1_431
CITED2,c1_15
CITED2,c1_3
CITED2,c1_829
CITED2,c1_135
STX4,c1_1070
STX4,c1_667
STX4,c1_261
STX4,c1_79
STX4,c1_14
STX4,c1_3
KDM2A,c1_17
KDM2A,c1_188
KDM2A,c1_4
KDM2A,c1_617
SNRPE,c1_184
SNRPE,c1_17
SNRPE,c1_4
SNRPE,c1_551
BRDT,c1_15
BRDT,c1_3
BRDT,c1_86
BRDT,c1_295
RHBDL2,c1_14
RHBDL2,c1_79
RHBDL2,c1_3
RHBDL2,c1_262
RHBDL2,c1_670
MMP19,c1_17
MMP19,c1_188
MMP19,c1_4
MMP19,c1_618
MMP19,c1_1049
VTI1B,c1_4
VTI1B,c1_16
VTI1B,c1_182
THEMIS2,c1_40
THEMIS2,c1_6
THEMIS2,c1_221
THEMIS2,c1_636
THEMIS2,c1_2
TMEM63B,c1_15
TMEM63B,c1_3
TMEM63B,c1_350
TMEM63B,c1_102
SOCS7,c1_533
SOCS7,c1_16
SOCS7,c1_178
SOCS7,c1_4
WDPCP,c1_237
WDPCP,c1_54
WDPCP,c1_2
WDPCP,c1_8
MRPL17,c1_17
MRPL17,c1_184
MRPL17,c1_548
MRPL17,c1_4
TNFAIP3,c1_87
TNFAIP3,c1_15
TNFAIP3,c1_3
TNFAIP3,c1_298
SP1,c1_2
SP1,c1_11
SP1,c1_253
SP1,c1_72
SLC35D3,c1_187
SLC35D3,c1_17
SLC35D3,c1_598
SLC35D3,c1_4
SLC35D3,c1_994
SNX10,c1_3
SNX10,c1_15
SNX10,c1_100
SNX10,c1_340
NXT2,c1_2
ITGB1BP1,c1_995
ITGB1BP1,c1_17
ITGB1BP1,c1_4
ITGB1BP1,c1_187
ITGB1BP1,c1_1164
ITGB1BP1,c1_598
PLCD3,c1_4
PLCD3,c1_188
PLCD3,c1_1052
PLCD3,c1_17
PLCD3,c1_619
ANAPC16,c1_3
ANAPC16,c1_86
ANAPC16,c1_291
ANAPC16,c1_15
CDC26,c1_2
ARL6IP6,c1_41
ARL6IP6,c1_6
ARL6IP6,c1_2
CKAP2,c1_3
CKAP2,c1_115
CKAP2,c1_391
CKAP2,c1_15
POU6F1,c1_188
POU6F1,c1_619
POU6F1,c1_17
POU6F1,c1_4
TRMT10A,c1_186
TRMT10A,c1_4
TRMT10A,c1_588
TRMT10A,c1_17
TRMT10A,c1_976
LILRB3,c1_9
LILRB3,c1_64
LILRB3,c1_2
ZFP598,c1_86
ZFP598,c1_3
ZFP598,c1_15
AC128848.1,c1_398
AC128848.1,c1_3
AC128848.1,c1_15
AC128848.1,c1_117
AC128848.1,c1_796
SMAD6,c1_64
SMAD6,c1_2
SMAD6,c1_9
RPS6KB1,c1_3
RPS6KB1,c1_155
RPS6KB1,c1_15
RPS6KB1,c1_475
GINM1,c1_250
GINM1,c1_69
GINM1,c1_2
GINM1,c1_657
GINM1,c1_10
RMDN3,c1_15
RMDN3,c1_3
SOD2,c1_363
SOD2,c1_105
SOD2,c1_3
SOD2,c1_762
SOD2,c1_15
IFNGR2,c1_3
IFNGR2,c1_15
IFNGR2,c1_148
ADCK5,c1_17
ADCK5,c1_969
ADCK5,c1_1150
ADCK5,c1_586
ADCK5,c1_186
ADCK5,c1_4
PIK3R4,c1_15
PIK3R4,c1_113
PIK3R4,c1_3
RGL3,c1_2
RGL3,c1_9
RGL3,c1_64
NAT8F5,c1_2
CEND1,c1_397
CEND1,c1_3
CEND1,c1_793
CEND1,c1_15
CEND1,c1_117
OSGEPL1,c1_79
OSGEPL1,c1_3
OSGEPL1,c1_14
SERINC4,c1_2
SERINC4,c1_9
SERINC4,c1_63
SRSF7,c1_187
SRSF7,c1_4
SRSF7,c1_17
PIGK,c1_873
PIGK,c1_16
PIGK,c1_172
PIGK,c1_4
PIGK,c1_512
EDC3,c1_79
EDC3,c1_14
EDC3,c1_3
AVPR1A,c1_10
AVPR1A,c1_2
TEN1,c1_15
TEN1,c1_469
TEN1,c1_3
TEN1,c1_150
CBX2,c1_537
CBX2,c1_4
CBX2,c1_16
CBX2,c1_179
IFRD1,c1_4
IFRD1,c1_1155
IFRD1,c1_17
IFRD1,c1_978
IFRD1,c1_589
IFRD1,c1_186
IL1RAPL1,c1_17
IL1RAPL1,c1_186
IL1RAPL1,c1_586
IL1RAPL1,c1_1150
IL1RAPL1,c1_969
IL1RAPL1,c1_4
LOC102555453,c1_17
LOC102555453,c1_4
LOC102555453,c1_546
LOC102555453,c1_911
LOC102555453,c1_184
ELOB,c1_5
ELOB,c1_25
RPAP1,c1_22
RPAP1,c1_198
RPAP1,c1_633
RPAP1,c1_5
SLC8B1,c1_3
SLC8B1,c1_82
SLC8B1,c1_14
TMED1,c1_40
TMED1,c1_6
TMED1,c1_636
TMED1,c1_221
TMED1,c1_2
TBCD,c1_15
TBCD,c1_3
TBCD,c1_702
TBCD,c1_86
TBCD,c1_291
NEK8,c1_2
NEK8,c1_6
NEK8,c1_229
NEK8,c1_42
SLC7A2,c1_33
SLC7A2,c1_5
VAV2,c1_374
VAV2,c1_108
VAV2,c1_15
VAV2,c1_780
VAV2,c1_3
DOC2A,c1_3
DOC2A,c1_730
DOC2A,c1_94
DOC2A,c1_15
DOC2A,c1_320
AABR07002774.2,c1_198
AABR07002774.2,c1_22
AABR07002774.2,c1_632
AABR07002774.2,c1_5
TCEAL1,c1_17
TCEAL1,c1_592
TCEAL1,c1_186
TCEAL1,c1_4
KIFC3,c1_81
KIFC3,c1_14
KIFC3,c1_3
PRRG2,c1_261
PRRG2,c1_14
PRRG2,c1_3
PRRG2,c1_79
PRRG2,c1_668
CCDC151,c1_2
CCDC151,c1_236
CCDC151,c1_54
CCDC151,c1_8
RSU1,c1_3
RSU1,c1_15
RSU1,c1_137
ADAMTS7,c1_608
ADAMTS7,c1_17
ADAMTS7,c1_4
ADAMTS7,c1_1020
ADAMTS7,c1_188
TRIM72,c1_3
TRIM72,c1_107
TRIM72,c1_371
TRIM72,c1_15
PRCP,c1_1040
PRCP,c1_614
PRCP,c1_188
PRCP,c1_17
PRCP,c1_4
TTC5,c1_2
TTC5,c1_75
TTC5,c1_13
POLR2K,c1_2
POLR2K,c1_636
POLR2K,c1_6
POLR2K,c1_40
POLR2K,c1_221
BOLA3,c1_9
BOLA3,c1_65
BOLA3,c1_2
RFC3,c1_17
RFC3,c1_957
RFC3,c1_4
RFC3,c1_582
RFC3,c1_186
ILKAP,c1_86
ILKAP,c1_3
ILKAP,c1_15
HES6,c1_601
HES6,c1_17
HES6,c1_1005
HES6,c1_4
HES6,c1_187
ZBTB42,c1_94
ZBTB42,c1_3
ZBTB42,c1_15
AABR07002689.1,c1_15
AABR07002689.1,c1_136
AABR07002689.1,c1_3
NDST1,c1_605
NDST1,c1_4
NDST1,c1_187
NDST1,c1_17
KBTBD6,c1_142
KBTBD6,c1_447
KBTBD6,c1_3
KBTBD6,c1_15
KLHL42,c1_283
KLHL42,c1_3
KLHL42,c1_14
KLHL42,c1_81
SCAMP3,c1_93
SCAMP3,c1_15
SCAMP3,c1_3
SCAMP3,c1_318
SYCE2,c1_569
SYCE2,c1_184
SYCE2,c1_950
SYCE2,c1_17
SYCE2,c1_4
BIRC3,c1_593
BIRC3,c1_17
BIRC3,c1_186
BIRC3,c1_4
FBRS,c1_5
FBRS,c1_198
FBRS,c1_22
FBRS,c1_632
AABR07032338.1,c1_17
AABR07032338.1,c1_188
AABR07032338.1,c1_608
AABR07032338.1,c1_4
SDAD1,c1_5
SDAD1,c1_28
AGPS,c1_15
AGPS,c1_392
AGPS,c1_115
AGPS,c1_3
PLPP4,c1_14
PLPP4,c1_275
PLPP4,c1_81
PLPP4,c1_3
TCTEX1D1,c1_54
TCTEX1D1,c1_8
TCTEX1D1,c1_2
TCTEX1D1,c1_236
UBE2V2,c1_339
UBE2V2,c1_100
UBE2V2,c1_15
UBE2V2,c1_3
FBXO45,c1_15
FBXO45,c1_3
EPHA7,c1_703
EPHA7,c1_15
EPHA7,c1_86
EPHA7,c1_3
EPHA7,c1_291
UBFD1,c1_15
UBFD1,c1_107
UBFD1,c1_3
TRAPPC1,c1_5
LYRM1,c1_17
LYRM1,c1_4
LYRM1,c1_186
LYRM1,c1_961
LYRM1,c1_584
RCBTB2,c1_1038
RCBTB2,c1_612
RCBTB2,c1_188
RCBTB2,c1_17
RCBTB2,c1_4
NBR1,c1_819
NBR1,c1_415
NBR1,c1_3
NBR1,c1_15
NBR1,c1_126
CHST5,c1_667
CHST5,c1_79
CHST5,c1_3
CHST5,c1_1070
CHST5,c1_14
CHST5,c1_261
PNPLA1,c1_13
PNPLA1,c1_77
PNPLA1,c1_2
IL33,c1_82
IL33,c1_14
IL33,c1_3
AMDHD2,c1_15
AMDHD2,c1_3
AMDHD2,c1_134
ARFIP1,c1_2
ARFIP1,c1_69
ARFIP1,c1_250
ARFIP1,c1_10
ARFIP1,c1_657
ZC3HC1,c1_17
ZC3HC1,c1_624
ZC3HC1,c1_4
ZC3HC1,c1_188
PDCD2,c1_15
PDCD2,c1_103
PDCD2,c1_3
CPZ,c1_2
CPZ,c1_9
YIF1A,c1_2
YIF1A,c1_54
YIF1A,c1_237
YIF1A,c1_8
FMOD,c1_72
FMOD,c1_1066
FMOD,c1_660
FMOD,c1_11
FMOD,c1_253
FMOD,c1_2
DNAJB9,c1_2
DNAJB9,c1_254
DNAJB9,c1_11
DNAJB9,c1_72
DNAJB9,c1_663
PNLIP,c1_668
PNLIP,c1_3
PNLIP,c1_79
PNLIP,c1_14
PNLIP,c1_261
TOMM6,c1_184
TOMM6,c1_4
TOMM6,c1_17
TOMM6,c1_558
RAB5B,c1_3
RAB5B,c1_105
RAB5B,c1_15
RAB5B,c1_365
HIKESHI,c1_2
PROSER3,c1_4
PROSER3,c1_17
PROSER3,c1_1049
PROSER3,c1_188
PROSER3,c1_618
BCL7C,c1_184
BCL7C,c1_4
BCL7C,c1_17
BCL7C,c1_551
SMIM5,c1_3
SMIM5,c1_262
SMIM5,c1_670
SMIM5,c1_79
SMIM5,c1_14
MRVI1,c1_9
MRVI1,c1_2
MRVI1,c1_66
SUPT4H1,c1_3
SUPT4H1,c1_15
SUPT4H1,c1_157
UAP1L1,c1_246
UAP1L1,c1_10
UAP1L1,c1_68
UAP1L1,c1_2
PPP1R8,c1_150
PPP1R8,c1_469
PPP1R8,c1_3
PPP1R8,c1_15
CD70,c1_15
CD70,c1_88
CD70,c1_303
CD70,c1_3
PIFO,c1_2
PIFO,c1_54
PIFO,c1_237
PIFO,c1_8
AIMP1,c1_156
AIMP1,c1_3
AIMP1,c1_15
NRG1,c1_586
NRG1,c1_186
NRG1,c1_968
NRG1,c1_17
NRG1,c1_4
ZFP488,c1_79
ZFP488,c1_3
ZFP488,c1_262
ZFP488,c1_670
ZFP488,c1_14
FSCN2,c1_221
FSCN2,c1_6
FSCN2,c1_40
FSCN2,c1_2
FSCN2,c1_637
CYTH2,c1_519
CYTH2,c1_174
CYTH2,c1_16
CYTH2,c1_4
CYTH2,c1_881
GLT1D1,c1_15
GLT1D1,c1_768
GLT1D1,c1_3
GLT1D1,c1_106
GLT1D1,c1_366
CKAP4,c1_3
CKAP4,c1_15
CKAP4,c1_404
CKAP4,c1_122
SLC36A1,c1_99
SLC36A1,c1_334
SLC36A1,c1_15
SLC36A1,c1_3
ECHDC1,c1_82
ECHDC1,c1_3
ECHDC1,c1_14
INO80D,c1_3
INO80D,c1_15
INO80D,c1_141
INO80D,c1_443
SIPA1L3,c1_8
SIPA1L3,c1_2
DNM2,c1_79
DNM2,c1_14
DNM2,c1_1076
DNM2,c1_3
DNM2,c1_266
DNM2,c1_676
TRIM2,c1_363
TRIM2,c1_762
TRIM2,c1_105
TRIM2,c1_3
TRIM2,c1_15
AABR07029269.1,c1_4
AABR07029269.1,c1_17
AABR07029269.1,c1_188
AABR07029269.1,c1_1022
AABR07029269.1,c1_608
IDH3G,c1_598
IDH3G,c1_17
IDH3G,c1_994
IDH3G,c1_4
IDH3G,c1_187
TTC16,c1_8
TTC16,c1_54
TTC16,c1_236
TTC16,c1_2
PPP1R13L,c1_18
PPP1R13L,c1_5
RILP,c1_63
RILP,c1_9
RILP,c1_2
ARID4B,c1_3
ARID4B,c1_15
ARID4B,c1_137
ARID4B,c1_434
ZCRB1,c1_188
ZCRB1,c1_17
ZCRB1,c1_624
ZCRB1,c1_4
CREB3L2,c1_1066
CREB3L2,c1_2
CREB3L2,c1_11
CREB3L2,c1_72
CREB3L2,c1_253
CREB3L2,c1_660
ZNHIT1,c1_25
ZNHIT1,c1_5
ZFP207,c1_528
ZFP207,c1_16
ZFP207,c1_4
ZFP207,c1_175
EMP1,c1_2
EMP1,c1_657
EMP1,c1_10
EMP1,c1_69
EMP1,c1_250
ACCS,c1_173
ACCS,c1_4
ACCS,c1_877
ACCS,c1_16
ACCS,c1_515
SMIM26,c1_5
SMIM26,c1_28
RABEPK,c1_1157
RABEPK,c1_590
RABEPK,c1_186
RABEPK,c1_4
RABEPK,c1_17
RABEPK,c1_982
HNRNPC,c1_340
HNRNPC,c1_3
HNRNPC,c1_15
HNRNPC,c1_100
RHOA,c1_14
RHOA,c1_3
RHOA,c1_79
RHOA,c1_261
RHOA,c1_668
SLC35C1,c1_175
SLC35C1,c1_16
SLC35C1,c1_4
ILK,c1_104
ILK,c1_15
ILK,c1_3
ILK,c1_358
GSTP1,c1_3
GSTP1,c1_14
GSTP1,c1_670
GSTP1,c1_79
GSTP1,c1_262
EIF2AK2,c1_2
IFT22,c1_181
IFT22,c1_16
IFT22,c1_4
ERICH5,c1_16
ERICH5,c1_502
ERICH5,c1_867
ERICH5,c1_1118
ERICH5,c1_171
ERICH5,c1_4
DOHH,c1_3
DOHH,c1_131
DOHH,c1_15
CPEB1,c1_95
CPEB1,c1_3
CPEB1,c1_323
CPEB1,c1_15
KCNK2,c1_1001
KCNK2,c1_187
KCNK2,c1_17
KCNK2,c1_4
KCNK2,c1_599
ARHGAP11A,c1_14
ARHGAP11A,c1_79
ARHGAP11A,c1_1070
ARHGAP11A,c1_667
ARHGAP11A,c1_3
ARHGAP11A,c1_261
AABR07024769.1,c1_3
AABR07024769.1,c1_123
AABR07024769.1,c1_15
FAM71E1,c1_560
FAM71E1,c1_4
FAM71E1,c1_184
FAM71E1,c1_17
ZFP830,c1_957
ZFP830,c1_582
ZFP830,c1_186
ZFP830,c1_17
ZFP830,c1_4
RGD1563941,c1_3
RGD1563941,c1_15
RGD1563941,c1_95
ADCY10,c1_4
ADCY10,c1_187
ADCY10,c1_1165
ADCY10,c1_17
ADCY10,c1_598
ADCY10,c1_996
FURIN,c1_8
FURIN,c1_53
FURIN,c1_2
ELOA,c1_184
ELOA,c1_4
ELOA,c1_17
FNTA,c1_80
FNTA,c1_14
FNTA,c1_1078
FNTA,c1_678
FNTA,c1_3
FNTA,c1_273
PIGT,c1_2
PIGT,c1_8
UQCRB,c1_612
UQCRB,c1_17
UQCRB,c1_188
UQCRB,c1_4
ENGASE,c1_606
ENGASE,c1_1016
ENGASE,c1_188
ENGASE,c1_4
ENGASE,c1_17
SOX2,c1_3
SOX2,c1_350
SOX2,c1_102
SOX2,c1_15
RNF207,c1_967
RNF207,c1_586
RNF207,c1_17
RNF207,c1_186
RNF207,c1_4
RECQL4,c1_20
RECQL4,c1_5
RECQL4,c1_192
EBF4,c1_2
NDUFAB1,c1_188
NDUFAB1,c1_4
NDUFAB1,c1_612
NDUFAB1,c1_17
GSTT1,c1_659
GSTT1,c1_11
GSTT1,c1_253
GSTT1,c1_2
GSTT1,c1_72
AABR07040412.1,c1_174
AABR07040412.1,c1_519
AABR07040412.1,c1_4
AABR07040412.1,c1_881
AABR07040412.1,c1_16
CALHM4,c1_17
CALHM4,c1_4
CALHM4,c1_564
CALHM4,c1_184
GTPBP3,c1_184
GTPBP3,c1_550
GTPBP3,c1_921
GTPBP3,c1_4
GTPBP3,c1_17
SETDB1,c1_208
SETDB1,c1_634
SETDB1,c1_5
SETDB1,c1_26
BASP1,c1_349
BASP1,c1_3
BASP1,c1_15
BASP1,c1_102
TMEM205,c1_174
TMEM205,c1_4
TMEM205,c1_519
TMEM205,c1_16
KAT14,c1_2
KAT14,c1_6
KAT14,c1_51
SLC3A2,c1_32
SLC3A2,c1_5
TNNC2,c1_448
TNNC2,c1_15
TNNC2,c1_142
TNNC2,c1_840
TNNC2,c1_3
N4BP2L1,c1_590
N4BP2L1,c1_982
N4BP2L1,c1_186
N4BP2L1,c1_17
N4BP2L1,c1_4
N4BP2L1,c1_1157
NUP37,c1_122
NUP37,c1_803
NUP37,c1_1097
NUP37,c1_3
NUP37,c1_15
NUP37,c1_403
BCL2L12,c1_2
BCL2L12,c1_259
BCL2L12,c1_77
BCL2L12,c1_13
ETF1,c1_549
ETF1,c1_17
ETF1,c1_184
ETF1,c1_4
PDIA5,c1_4
PDIA5,c1_186
PDIA5,c1_956
PDIA5,c1_17
PDIA5,c1_582
INTS11,c1_15
INTS11,c1_3
INTS11,c1_414
INTS11,c1_126
FAM181B,c1_3
FAM181B,c1_14
FAM181B,c1_281
FAM181B,c1_81
PHF23,c1_188
PHF23,c1_17
PHF23,c1_616
PHF23,c1_4
ZC3HAV1,c1_246
ZC3HAV1,c1_68
ZC3HAV1,c1_2
ZC3HAV1,c1_10
ZSCAN18,c1_1173
ZSCAN18,c1_606
ZSCAN18,c1_1015
ZSCAN18,c1_4
ZSCAN18,c1_17
ZSCAN18,c1_188
DYRK1B,c1_990
DYRK1B,c1_595
DYRK1B,c1_4
DYRK1B,c1_17
DYRK1B,c1_186
AABR07003176.1,c1_447
AABR07003176.1,c1_15
AABR07003176.1,c1_3
AABR07003176.1,c1_142
JTB,c1_114
JTB,c1_3
JTB,c1_15
JTB,c1_389
ADORA2B,c1_14
ADORA2B,c1_287
ADORA2B,c1_3
ADORA2B,c1_83
ADORA2B,c1_696
LPCAT3,c1_2
LPCAT3,c1_6
LPCAT3,c1_41
PIK3CA,c1_1055
PIK3CA,c1_4
PIK3CA,c1_17
PIK3CA,c1_188
PIK3CA,c1_626
TMTC1,c1_4
TMTC1,c1_519
TMTC1,c1_174
TMTC1,c1_16
SDC1,c1_2
SDC1,c1_9
SDC1,c1_63
METTL17,c1_3
METTL17,c1_363
METTL17,c1_105
METTL17,c1_762
METTL17,c1_15
RNF32,c1_4
RNF32,c1_613
RNF32,c1_17
RNF32,c1_188
CEP68,c1_64
CEP68,c1_9
CEP68,c1_2
TRMT112,c1_186
TRMT112,c1_584
TRMT112,c1_4
TRMT112,c1_961
TRMT112,c1_17
RARB,c1_996
RARB,c1_1165
RARB,c1_4
RARB,c1_598
RARB,c1_187
RARB,c1_17
B3GAT1,c1_16
B3GAT1,c1_172
B3GAT1,c1_873
B3GAT1,c1_512
B3GAT1,c1_4
EIF5B,c1_106
EIF5B,c1_366
EIF5B,c1_3
EIF5B,c1_15
MSR1,c1_188
MSR1,c1_17
MSR1,c1_610
MSR1,c1_4
DFFA,c1_175
DFFA,c1_16
DFFA,c1_4
AABR07036855.1,c1_6
AABR07036855.1,c1_2
AABR07036855.1,c1_221
AABR07036855.1,c1_636
AABR07036855.1,c1_40
YTHDF2,c1_3
YTHDF2,c1_464
YTHDF2,c1_149
YTHDF2,c1_15
DLC1,c1_520
DLC1,c1_174
DLC1,c1_16
DLC1,c1_4
TRIM9,c1_3
TRIM9,c1_15
TRIM9,c1_92
EGLN3,c1_16
EGLN3,c1_172
EGLN3,c1_4
ELMOD3,c1_452
ELMOD3,c1_15
ELMOD3,c1_3
ELMOD3,c1_144
SLC45A4,c1_87
SLC45A4,c1_15
SLC45A4,c1_3
HHAT,c1_54
HHAT,c1_8
HHAT,c1_2
HHAT,c1_237
MISP,c1_4
MISP,c1_17
MISP,c1_187
TMEM220,c1_69
TMEM220,c1_10
TMEM220,c1_2
TMEM220,c1_250
TMEM220,c1_657
SF3B4,c1_276
SF3B4,c1_14
SF3B4,c1_3
SF3B4,c1_81
CAMKMT,c1_3
CAMKMT,c1_410
CAMKMT,c1_15
CAMKMT,c1_125
PPIL4,c1_16
PPIL4,c1_172
PPIL4,c1_4
ABI2,c1_3
ABI2,c1_119
ABI2,c1_399
ABI2,c1_798
ABI2,c1_15
ADD3,c1_82
ADD3,c1_3
ADD3,c1_14
SLC22A13,c1_388
SLC22A13,c1_3
SLC22A13,c1_114
SLC22A13,c1_15
MYLPF,c1_17
MYLPF,c1_586
MYLPF,c1_4
MYLPF,c1_968
MYLPF,c1_186
GPRASP1,c1_3
GPRASP1,c1_15
GPRASP1,c1_123
EIF3M,c1_6
EIF3M,c1_2
AASDH,c1_2
AASDH,c1_7
LIN7A,c1_86
LIN7A,c1_3
LIN7A,c1_291
LIN7A,c1_15
ALAS2,c1_10
ALAS2,c1_68
ALAS2,c1_2
EMILIN1,c1_123
EMILIN1,c1_3
EMILIN1,c1_15
MYLIP,c1_15
MYLIP,c1_113
MYLIP,c1_3
ZRSR1,c1_3
ZRSR1,c1_15
ZRSR1,c1_96
EEPD1,c1_4
EEPD1,c1_174
EEPD1,c1_16
EEPD1,c1_519
GFM2,c1_220
GFM2,c1_38
GFM2,c1_5
LOC687679,c1_3
LOC687679,c1_103
LOC687679,c1_15
GPX3,c1_4
GPX3,c1_17
GPX3,c1_186
NCF1,c1_1091
NCF1,c1_358
NCF1,c1_104
NCF1,c1_15
NCF1,c1_3
NCF1,c1_756
FHOD3,c1_303
FHOD3,c1_15
FHOD3,c1_3
FHOD3,c1_88
LRRC9,c1_2
LRRC9,c1_8
LRRC9,c1_54
LRRC9,c1_236
POPDC3,c1_4
POPDC3,c1_971
POPDC3,c1_17
POPDC3,c1_1153
POPDC3,c1_186
POPDC3,c1_586
GSTO2,c1_17
GSTO2,c1_1036
GSTO2,c1_1175
GSTO2,c1_188
GSTO2,c1_4
GSTO2,c1_612
GRM2,c1_298
GRM2,c1_87
GRM2,c1_15
GRM2,c1_3
RRNAD1,c1_2
RRNAD1,c1_8
RRNAD1,c1_60
RRNAD1,c1_241
PKP4,c1_16
PKP4,c1_867
PKP4,c1_1118
PKP4,c1_171
PKP4,c1_4
PKP4,c1_502
LRRC63,c1_891
LRRC63,c1_526
LRRC63,c1_16
LRRC63,c1_4
LRRC63,c1_175
TBC1D14,c1_607
TBC1D14,c1_17
TBC1D14,c1_4
TBC1D14,c1_1017
TBC1D14,c1_188
TIMM8A1,c1_2
TIMM8A1,c1_13
TIMM8A1,c1_75
SLC25A13,c1_14
SLC25A13,c1_3
SLC25A13,c1_261
SLC25A13,c1_79
DNAJC18,c1_3
DNAJC18,c1_93
DNAJC18,c1_15
DNAJC18,c1_317
ZFP536,c1_266
ZFP536,c1_676
ZFP536,c1_14
ZFP536,c1_1076
ZFP536,c1_3
ZFP536,c1_79
CMC1,c1_636
CMC1,c1_40
CMC1,c1_2
CMC1,c1_221
CMC1,c1_6
SYK,c1_3
SYK,c1_273
SYK,c1_80
SYK,c1_14
NOP16,c1_188
NOP16,c1_4
NOP16,c1_17
NOP16,c1_626
RCHY1,c1_10
RCHY1,c1_2
RCHY1,c1_71
AABR07059041.1,c1_15
AABR07059041.1,c1_105
AABR07059041.1,c1_3
AABR07059041.1,c1_361
TMC5,c1_3
TMC5,c1_278
TMC5,c1_14
TMC5,c1_81
DHDDS,c1_3
DHDDS,c1_730
DHDDS,c1_15
DHDDS,c1_94
DHDDS,c1_320
ZFP950,c1_5
ZFP950,c1_25
SLC17A9,c1_186
SLC17A9,c1_17
SLC17A9,c1_592
SLC17A9,c1_4
NME7,c1_145
NME7,c1_455
NME7,c1_15
NME7,c1_3
SMG8,c1_15
SMG8,c1_163
SMG8,c1_3
TP53I13,c1_80
TP53I13,c1_3
TP53I13,c1_14
CCDC6,c1_15
CCDC6,c1_3
CCDC6,c1_356
CCDC6,c1_103
ENO3,c1_149
ENO3,c1_3
ENO3,c1_15
ENO3,c1_464
LAMA4,c1_458
LAMA4,c1_147
LAMA4,c1_3
LAMA4,c1_15
ZFP148,c1_3
ZFP148,c1_317
ZFP148,c1_93
ZFP148,c1_15
RNASEH1,c1_5
LOC690617,c1_351
LOC690617,c1_3
LOC690617,c1_102
LOC690617,c1_750
LOC690617,c1_15
RHOBTB3,c1_401
RHOBTB3,c1_120
RHOBTB3,c1_15
RHOBTB3,c1_3
PIK3R1,c1_414
PIK3R1,c1_3
PIK3R1,c1_15
PIK3R1,c1_126
VWA5B2,c1_20
VWA5B2,c1_5
VWA5B2,c1_192
MPHOSPH8,c1_2
MPHOSPH8,c1_77
MPHOSPH8,c1_13
MPHOSPH8,c1_259
NUP93,c1_99
NUP93,c1_15
NUP93,c1_335
NUP93,c1_3
H1F2,c1_660
H1F2,c1_253
H1F2,c1_72
H1F2,c1_2
H1F2,c1_11
NOTCH3,c1_431
NOTCH3,c1_3
NOTCH3,c1_15
NOTCH3,c1_1104
NOTCH3,c1_829
NOTCH3,c1_135
CKAP5,c1_3
CKAP5,c1_15
CKAP5,c1_121
MED17,c1_17
MED17,c1_590
MED17,c1_4
MED17,c1_186
BMP4,c1_80
BMP4,c1_1078
BMP4,c1_678
BMP4,c1_273
BMP4,c1_3
BMP4,c1_14
DAB1,c1_4
DAB1,c1_188
DAB1,c1_17
DAB1,c1_1021
DAB1,c1_608
YPEL4,c1_4
YPEL4,c1_17
YPEL4,c1_186
YPEL4,c1_589
ORMDL2,c1_2
ORMDL2,c1_10
ORMDL2,c1_69
ORMDL2,c1_250
ITGB3,c1_2
ITGB3,c1_6
ITGB3,c1_221
ITGB3,c1_40
ITGB3,c1_637
PTPN2,c1_8
PTPN2,c1_2
PROSER1,c1_5
PROSER1,c1_198
PROSER1,c1_22
PROSER1,c1_633
MTA3,c1_15
MTA3,c1_773
MTA3,c1_369
MTA3,c1_3
MTA3,c1_107
ZBTB24,c1_471
ZBTB24,c1_3
ZBTB24,c1_152
ZBTB24,c1_15
STARD13,c1_831
STARD13,c1_436
STARD13,c1_15
STARD13,c1_138
STARD13,c1_3
THNSL2,c1_42
THNSL2,c1_229
THNSL2,c1_6
THNSL2,c1_2
TBC1D23,c1_3
TBC1D23,c1_15
TBC1D23,c1_113
PRRX1,c1_10
PRRX1,c1_68
PRRX1,c1_248
PRRX1,c1_2
H1F10,c1_467
H1F10,c1_15
H1F10,c1_150
H1F10,c1_3
SCML4,c1_367
SCML4,c1_15
SCML4,c1_106
SCML4,c1_3
SEMA3B,c1_72
SEMA3B,c1_660
SEMA3B,c1_11
SEMA3B,c1_253
SEMA3B,c1_1066
SEMA3B,c1_2
NGRN,c1_3
NGRN,c1_158
NGRN,c1_15
NGRN,c1_480
OGA,c1_555
OGA,c1_184
OGA,c1_4
OGA,c1_930
OGA,c1_17
TTC34,c1_40
TTC34,c1_221
TTC34,c1_2
TTC34,c1_6
IGSF9,c1_599
IGSF9,c1_1182
IGSF9,c1_1169
IGSF9,c1_17
IGSF9,c1_999
IGSF9,c1_187
IGSF9,c1_4
BFAR,c1_3
BFAR,c1_86
BFAR,c1_15
AGFG1,c1_361
AGFG1,c1_15
AGFG1,c1_3
AGFG1,c1_105
POLD1,c1_17
POLD1,c1_4
POLD1,c1_185
AP4B1,c1_15
AP4B1,c1_3
AP4B1,c1_167
POGLUT2,c1_154
POGLUT2,c1_15
POGLUT2,c1_3
CTPS2,c1_4
CTPS2,c1_16
CTPS2,c1_171
CCS,c1_196
CCS,c1_21
CCS,c1_5
LOC100362366,c1_17
LOC100362366,c1_184
LOC100362366,c1_577
LOC100362366,c1_4
PXMP2,c1_287
PXMP2,c1_3
PXMP2,c1_14
PXMP2,c1_83
PXMP2,c1_696
NRIP2,c1_607
NRIP2,c1_17
NRIP2,c1_4
NRIP2,c1_188
NRIP2,c1_1017
