Gene,Module
SAMD4B,c1_3
SAMD4B,c1_149
RPS2,c1_934
RPS2,c1_184
RPS2,c1_17
RPS2,c1_557
RPS2,c1_4
AABR07011857.2,c1_4
AABR07011857.2,c1_16
AABR07011857.2,c1_175
FGF11,c1_86
FGF11,c1_703
FGF11,c1_3
FGF11,c1_15
FGF11,c1_291
MAML1,c1_391
MAML1,c1_3
MAML1,c1_15
MAML1,c1_115
PSMB10,c1_3
PSMB10,c1_15
PSMB10,c1_141
PSMB10,c1_446
PRKAR2A,c1_4
PRKAR2A,c1_17
PRKAR2A,c1_944
PRKAR2A,c1_184
PRKAR2A,c1_562
SDHAF2,c1_15
SDHAF2,c1_344
SDHAF2,c1_3
SDHAF2,c1_100
KLHL34,c1_11
KLHL34,c1_659
KLHL34,c1_2
KLHL34,c1_72
KLHL34,c1_253
CYP2D4,c1_3
CYP2D4,c1_81
CYP2D4,c1_275
CYP2D4,c1_14
MTX3,c1_168
MTX3,c1_15
MTX3,c1_3
TAF13,c1_1147
TAF13,c1_961
TAF13,c1_584
TAF13,c1_4
TAF13,c1_17
TAF13,c1_186
RWDD2B,c1_587
RWDD2B,c1_17
RWDD2B,c1_186
RWDD2B,c1_4
ATG16L2,c1_3
ATG16L2,c1_86
ATG16L2,c1_15
SLC1A5,c1_2
SLC1A5,c1_11
SLC1A5,c1_1066
SLC1A5,c1_72
SLC1A5,c1_660
SLC1A5,c1_253
ACAT2L1,c1_883
ACAT2L1,c1_519
ACAT2L1,c1_16
ACAT2L1,c1_174
ACAT2L1,c1_4
GDAP2,c1_184
GDAP2,c1_918
GDAP2,c1_17
GDAP2,c1_4
GDAP2,c1_548
MSTN,c1_3
MSTN,c1_488
MSTN,c1_15
MSTN,c1_162
FOCAD,c1_3
FOCAD,c1_15
FOCAD,c1_112
FOCAD,c1_385
CREG2,c1_86
CREG2,c1_3
CREG2,c1_15
NIPA2,c1_184
NIPA2,c1_918
NIPA2,c1_17
NIPA2,c1_548
NIPA2,c1_4
AMPD2,c1_4
AMPD2,c1_188
AMPD2,c1_17
AMPD2,c1_624
MUS81,c1_5
MUS81,c1_20
RABL6,c1_149
RABL6,c1_15
RABL6,c1_463
RABL6,c1_3
TMCO4,c1_9
TMCO4,c1_64
TMCO4,c1_2
FOXC1,c1_73
FOXC1,c1_11
FOXC1,c1_255
FOXC1,c1_2
FLI1,c1_144
FLI1,c1_15
FLI1,c1_451
FLI1,c1_3
KHDC4,c1_25
KHDC4,c1_206
KHDC4,c1_5
PLPP6,c1_82
PLPP6,c1_14
PLPP6,c1_3
GNAI3,c1_2
WDR95,c1_1118
WDR95,c1_171
WDR95,c1_4
WDR95,c1_867
WDR95,c1_16
WDR95,c1_502
TWIST2,c1_173
TWIST2,c1_16
TWIST2,c1_4
TWIST2,c1_515
TWIST2,c1_877
SFPQ,c1_5
SFPQ,c1_21
SFPQ,c1_196
PRPSAP1,c1_2
PRPSAP1,c1_10
CMTM3,c1_660
CMTM3,c1_11
CMTM3,c1_1066
CMTM3,c1_253
CMTM3,c1_72
CMTM3,c1_2
SNN,c1_5
SNN,c1_18
ZSWIM3,c1_3
ZSWIM3,c1_731
ZSWIM3,c1_94
ZSWIM3,c1_15
ZSWIM3,c1_320
MACO1,c1_17
MACO1,c1_566
MACO1,c1_184
MACO1,c1_4
NDUFAF6,c1_17
NDUFAF6,c1_597
NDUFAF6,c1_186
NDUFAF6,c1_4
CDC42,c1_3
CDC42,c1_145
CDC42,c1_454
CDC42,c1_15
RAB11B,c1_3
RAB11B,c1_150
RAB11B,c1_15
SASH1,c1_819
SASH1,c1_3
SASH1,c1_415
SASH1,c1_126
SASH1,c1_15
NSFL1C,c1_2
CD84,c1_108
CD84,c1_3
CD84,c1_373
CD84,c1_15
EMC10,c1_21
EMC10,c1_5
EMC10,c1_196
AABR07008439.1,c1_587
AABR07008439.1,c1_17
AABR07008439.1,c1_4
AABR07008439.1,c1_186
ATP2A3,c1_15
ATP2A3,c1_3
ATP2A3,c1_85
NGLY1,c1_15
NGLY1,c1_3
NGLY1,c1_131
DARS2,c1_537
DARS2,c1_179
DARS2,c1_4
DARS2,c1_16
KDM1A,c1_420
KDM1A,c1_3
KDM1A,c1_15
KDM1A,c1_128
SEC61A2,c1_17
SEC61A2,c1_572
SEC61A2,c1_4
SEC61A2,c1_184
PIGV,c1_122
PIGV,c1_808
PIGV,c1_3
PIGV,c1_15
PIGV,c1_404
SH3BP4,c1_8
SH3BP4,c1_2
POT1,c1_423
POT1,c1_15
POT1,c1_3
POT1,c1_129
IFI27L2B,c1_4
IFI27L2B,c1_188
IFI27L2B,c1_613
IFI27L2B,c1_17
SIRT3,c1_15
SIRT3,c1_426
SIRT3,c1_3
SIRT3,c1_130
WDR59,c1_610
WDR59,c1_17
WDR59,c1_188
WDR59,c1_4
ASB13,c1_3
ASB13,c1_15
ASB13,c1_106
ASB13,c1_366
DNAJC17,c1_184
DNAJC17,c1_17
DNAJC17,c1_547
DNAJC17,c1_4
GSAP,c1_2
SURF4,c1_3
SURF4,c1_482
SURF4,c1_15
SURF4,c1_159
AEBP2,c1_668
AEBP2,c1_79
AEBP2,c1_14
AEBP2,c1_261
AEBP2,c1_3
NXNL1,c1_40
NXNL1,c1_221
NXNL1,c1_2
NXNL1,c1_636
NXNL1,c1_6
AABR07017901.1,c1_95
AABR07017901.1,c1_3
AABR07017901.1,c1_15
PRR29,c1_234
PRR29,c1_53
PRR29,c1_8
PRR29,c1_651
PRR29,c1_2
IGSF10,c1_17
IGSF10,c1_1165
IGSF10,c1_996
IGSF10,c1_4
IGSF10,c1_187
IGSF10,c1_598
RGD1563680,c1_627
RGD1563680,c1_188
RGD1563680,c1_4
RGD1563680,c1_17
RALGAPB,c1_1095
RALGAPB,c1_3
RALGAPB,c1_401
RALGAPB,c1_120
RALGAPB,c1_15
RALGAPB,c1_801
FAM189A2,c1_9
FAM189A2,c1_63
FAM189A2,c1_2
PELI1,c1_458
PELI1,c1_147
PELI1,c1_850
PELI1,c1_15
PELI1,c1_3
CD24,c1_3
CD24,c1_293
CD24,c1_15
CD24,c1_86
HPF1,c1_184
HPF1,c1_17
HPF1,c1_4
STXBP3,c1_273
STXBP3,c1_80
STXBP3,c1_1078
STXBP3,c1_678
STXBP3,c1_14
STXBP3,c1_3
TMEM147,c1_103
TMEM147,c1_752
TMEM147,c1_15
TMEM147,c1_354
TMEM147,c1_3
NUDT2,c1_986
NUDT2,c1_4
NUDT2,c1_186
NUDT2,c1_17
NUDT2,c1_594
RGD1565784,c1_15
RGD1565784,c1_145
RGD1565784,c1_3
RGD1565784,c1_454
RRP9,c1_568
RRP9,c1_4
RRP9,c1_184
RRP9,c1_17
SCD,c1_15
SCD,c1_125
SCD,c1_3
SCD,c1_413
SEC61B,c1_5
SEC61B,c1_21
MAT2B,c1_16
MAT2B,c1_521
MAT2B,c1_4
MAT2B,c1_174
ABCA8,c1_586
ABCA8,c1_186
ABCA8,c1_4
ABCA8,c1_967
ABCA8,c1_17
PSMA1,c1_15
PSMA1,c1_3
PSMA1,c1_94
CNPY2,c1_8
CNPY2,c1_2
BBOF1,c1_241
BBOF1,c1_2
BBOF1,c1_60
BBOF1,c1_8
EXT2,c1_622
EXT2,c1_188
EXT2,c1_4
EXT2,c1_17
NPAS4,c1_4
NPAS4,c1_537
NPAS4,c1_16
NPAS4,c1_179
KIF13B,c1_72
KIF13B,c1_2
KIF13B,c1_253
KIF13B,c1_11
NDUFA3,c1_4
NDUFA3,c1_17
NDUFA3,c1_558
NDUFA3,c1_184
TMEM175,c1_17
TMEM175,c1_1173
TMEM175,c1_1015
TMEM175,c1_188
TMEM175,c1_606
TMEM175,c1_4
EIF4EBP2,c1_129
EIF4EBP2,c1_3
EIF4EBP2,c1_15
CCDC71L,c1_472
CCDC71L,c1_152
CCDC71L,c1_3
CCDC71L,c1_15
SLC27A4,c1_3
SLC27A4,c1_99
SLC27A4,c1_334
SLC27A4,c1_15
CIAO1,c1_756
CIAO1,c1_3
CIAO1,c1_15
CIAO1,c1_358
CIAO1,c1_104
H2AZ1,c1_4
H2AZ1,c1_16
H2AZ1,c1_528
H2AZ1,c1_175
RRP1,c1_124
RRP1,c1_408
RRP1,c1_15
RRP1,c1_3
KLHDC3,c1_351
KLHDC3,c1_102
KLHDC3,c1_750
KLHDC3,c1_15
KLHDC3,c1_3
CCNF,c1_2
SLC1A4,c1_2
SLC1A4,c1_69
SLC1A4,c1_250
SLC1A4,c1_10
MT2A,c1_42
MT2A,c1_6
MT2A,c1_2
GABBR1,c1_17
GABBR1,c1_4
GABBR1,c1_587
GABBR1,c1_186
SLC25A28,c1_318
SLC25A28,c1_15
SLC25A28,c1_93
SLC25A28,c1_3
PSRC1,c1_292
PSRC1,c1_3
PSRC1,c1_86
PSRC1,c1_15
CCDC184,c1_595
CCDC184,c1_186
CCDC184,c1_17
CCDC184,c1_990
CCDC184,c1_4
AABR07035916.1,c1_2
AABR07035916.1,c1_8
PRKAB1,c1_33
PRKAB1,c1_5
HID1,c1_366
HID1,c1_15
HID1,c1_3
HID1,c1_768
HID1,c1_106
ARGLU1,c1_101
ARGLU1,c1_15
ARGLU1,c1_346
ARGLU1,c1_3
PBDC1,c1_15
PBDC1,c1_404
PBDC1,c1_122
PBDC1,c1_3
ARHGEF5,c1_2
ARHGEF5,c1_242
ARHGEF5,c1_63
ARHGEF5,c1_9
CDHR3,c1_233
CDHR3,c1_2
CDHR3,c1_53
CDHR3,c1_8
CYTH3,c1_4
CYTH3,c1_519
CYTH3,c1_174
CYTH3,c1_881
CYTH3,c1_16
SGCB,c1_405
SGCB,c1_124
SGCB,c1_15
SGCB,c1_3
TBXT,c1_53
TBXT,c1_2
TBXT,c1_233
TBXT,c1_8
PPIG,c1_17
PPIG,c1_917
PPIG,c1_4
PPIG,c1_547
PPIG,c1_184
TMEM38B,c1_9
TMEM38B,c1_64
TMEM38B,c1_2
SLC25A16,c1_17
SLC25A16,c1_4
SLC25A16,c1_184
SLC25A16,c1_564
CDH13,c1_3
CDH13,c1_125
CDH13,c1_15
CDH13,c1_413
ASAP3,c1_64
ASAP3,c1_9
ASAP3,c1_2
IGHM,c1_17
IGHM,c1_184
IGHM,c1_549
IGHM,c1_4
CYBB,c1_9
CYBB,c1_2
CYBB,c1_64
CELSR1,c1_768
CELSR1,c1_3
CELSR1,c1_106
CELSR1,c1_15
CELSR1,c1_366
NUBP1,c1_4
NUBP1,c1_186
NUBP1,c1_17
NUBP1,c1_589
LRRC28,c1_3
LRRC28,c1_82
LRRC28,c1_14
TMUB2,c1_186
TMUB2,c1_4
TMUB2,c1_17
TMUB2,c1_960
TMUB2,c1_582
TTC17,c1_262
TTC17,c1_3
TTC17,c1_79
TTC17,c1_670
TTC17,c1_14
FAM126A,c1_4
FAM126A,c1_17
FAM126A,c1_1012
FAM126A,c1_187
FAM126A,c1_603
PCNX2,c1_101
PCNX2,c1_15
PCNX2,c1_3
PCNX2,c1_346
IFI47,c1_1066
IFI47,c1_660
IFI47,c1_253
IFI47,c1_2
IFI47,c1_11
IFI47,c1_72
LRRC61,c1_17
LRRC61,c1_598
LRRC61,c1_187
LRRC61,c1_998
LRRC61,c1_4
,c1_112
,c1_15
,c1_3
RT1-CE7,c1_2
RT1-CE7,c1_8
POLK,c1_17
POLK,c1_4
POLK,c1_184
POLK,c1_567
TMBIM6,c1_161
TMBIM6,c1_15
TMBIM6,c1_486
TMBIM6,c1_3
HAS1,c1_19
HAS1,c1_5
HAS1,c1_189
FAM220A,c1_124
FAM220A,c1_15
FAM220A,c1_406
FAM220A,c1_3
LAMP5,c1_986
LAMP5,c1_4
LAMP5,c1_17
LAMP5,c1_186
LAMP5,c1_594
FANCI,c1_3
FANCI,c1_108
FANCI,c1_373
FANCI,c1_15
CCDC155,c1_27
CCDC155,c1_5
ST6GALNAC2,c1_2
ST6GALNAC2,c1_221
ST6GALNAC2,c1_40
ST6GALNAC2,c1_6
ST6GALNAC2,c1_636
POGLUT3,c1_186
POGLUT3,c1_4
POGLUT3,c1_586
POGLUT3,c1_17
POGLUT3,c1_971
TEKT4,c1_2
TEKT4,c1_8
TEKT4,c1_53
TEKT4,c1_233
SMIM22,c1_6
SMIM22,c1_40
SMIM22,c1_637
SMIM22,c1_221
SMIM22,c1_2
AC106292.2,c1_14
AC106292.2,c1_276
AC106292.2,c1_81
AC106292.2,c1_3
SHMT2,c1_4
SHMT2,c1_17
SHMT2,c1_188
SHMT2,c1_624
CCPG1,c1_6
CCPG1,c1_221
CCPG1,c1_2
CCPG1,c1_40
CCPG1,c1_636
RBM38,c1_2
PRMT5,c1_867
PRMT5,c1_171
PRMT5,c1_16
PRMT5,c1_502
PRMT5,c1_1118
PRMT5,c1_4
SLC27A1,c1_14
SLC27A1,c1_3
SLC27A1,c1_279
SLC27A1,c1_688
SLC27A1,c1_81
RILPL2,c1_188
RILPL2,c1_17
RILPL2,c1_616
RILPL2,c1_4
AABR07058464.1,c1_3
AABR07058464.1,c1_15
AABR07058464.1,c1_85
HRH2,c1_115
HRH2,c1_3
HRH2,c1_391
HRH2,c1_15
PRSS36,c1_15
PRSS36,c1_144
PRSS36,c1_452
PRSS36,c1_3
HSBP1,c1_3
HSBP1,c1_15
HSBP1,c1_124
AABR07001896.1,c1_824
AABR07001896.1,c1_15
AABR07001896.1,c1_130
AABR07001896.1,c1_425
AABR07001896.1,c1_3
AABR07001896.1,c1_1102
BRD7,c1_15
BRD7,c1_846
BRD7,c1_145
BRD7,c1_3
BRD7,c1_455
SEC24B,c1_4
SEC24B,c1_184
SEC24B,c1_17
SEC24B,c1_551
ERBB4,c1_81
ERBB4,c1_14
ERBB4,c1_3
PEX10,c1_171
PEX10,c1_4
PEX10,c1_16
SIGIRR,c1_2
SIGIRR,c1_10
SIGIRR,c1_68
PRSS35,c1_88
PRSS35,c1_15
PRSS35,c1_3
,c1_24
,c1_5
RAB4A,c1_3
RAB4A,c1_134
RAB4A,c1_15
TMEM258B,c1_4
TMEM258B,c1_17
TMEM258B,c1_184
DDB1,c1_110
DDB1,c1_15
DDB1,c1_3
FANK1,c1_54
FANK1,c1_2
FANK1,c1_237
FANK1,c1_8
PIN1,c1_16
PIN1,c1_4
SIMC1,c1_186
SIMC1,c1_17
SIMC1,c1_586
SIMC1,c1_968
SIMC1,c1_4
TADA1,c1_9
TADA1,c1_2
TADA1,c1_65
GLRX2,c1_15
GLRX2,c1_3
ACTB,c1_15
ACTB,c1_106
ACTB,c1_368
ACTB,c1_3
DNAJC8,c1_3
DNAJC8,c1_155
DNAJC8,c1_475
DNAJC8,c1_15
LOC100359583,c1_82
LOC100359583,c1_14
LOC100359583,c1_3
XPNPEP1,c1_17
XPNPEP1,c1_4
XPNPEP1,c1_186
RIMS3,c1_3
RIMS3,c1_471
RIMS3,c1_152
RIMS3,c1_15
CFAP36,c1_2
CFAP36,c1_237
CFAP36,c1_8
CFAP36,c1_54
B4GALT1,c1_221
B4GALT1,c1_2
B4GALT1,c1_636
B4GALT1,c1_6
B4GALT1,c1_40
SLC18A1,c1_5
SLC18A1,c1_30
SESN2,c1_17
SESN2,c1_188
SESN2,c1_4
SESN2,c1_608
SESN2,c1_1020
PREP,c1_15
PREP,c1_113
PREP,c1_3
XKR6,c1_17
XKR6,c1_186
XKR6,c1_4
XKR6,c1_582
XKR6,c1_1143
XKR6,c1_959
POLB,c1_3
POLB,c1_15
POLB,c1_421
POLB,c1_128
PHACTR4,c1_2
PHACTR4,c1_10
PHACTR4,c1_249
PHACTR4,c1_69
FAM169A,c1_16
FAM169A,c1_4
FAM169A,c1_181
MOAP1,c1_15
MOAP1,c1_3
MOAP1,c1_123
TAB1,c1_188
TAB1,c1_4
TAB1,c1_607
TAB1,c1_17
OCA2,c1_9
OCA2,c1_63
OCA2,c1_2
OCA2,c1_242
PLK1,c1_5
PLK1,c1_27
ARL15,c1_401
ARL15,c1_120
ARL15,c1_1095
ARL15,c1_15
ARL15,c1_801
ARL15,c1_3
RAD54B,c1_9
RAD54B,c1_2
RAD54B,c1_64
SPRED1,c1_14
SPRED1,c1_3
SPRED1,c1_276
SPRED1,c1_81
TNFRSF4,c1_26
TNFRSF4,c1_5
CPD,c1_4
CPD,c1_587
CPD,c1_17
CPD,c1_186
RSRC2,c1_188
RSRC2,c1_4
RSRC2,c1_17
RSRC2,c1_627
SHISA4,c1_17
SHISA4,c1_563
SHISA4,c1_4
SHISA4,c1_184
ZFP663,c1_15
ZFP663,c1_122
ZFP663,c1_403
ZFP663,c1_804
ZFP663,c1_3
AGMO,c1_1070
AGMO,c1_14
AGMO,c1_667
AGMO,c1_79
AGMO,c1_261
AGMO,c1_3
SGMS2,c1_2
SGMS2,c1_6
SGMS2,c1_40
SGMS2,c1_221
SPP1,c1_871
SPP1,c1_4
SPP1,c1_504
SPP1,c1_1121
SPP1,c1_16
SPP1,c1_171
RGD1310553,c1_3
RGD1310553,c1_15
RGD1310553,c1_141
UFD1,c1_3
UFD1,c1_15
UFD1,c1_306
UFD1,c1_89
UFD1,c1_719
SMTN,c1_930
SMTN,c1_17
SMTN,c1_4
SMTN,c1_184
SMTN,c1_555
GRN,c1_175
GRN,c1_4
GRN,c1_16
GRN,c1_526
RGD1311703,c1_19
RGD1311703,c1_189
RGD1311703,c1_5
RGD1564171,c1_2
RGD1564171,c1_660
RGD1564171,c1_11
RGD1564171,c1_72
RGD1564171,c1_253
GCNT7,c1_5
GCNT7,c1_24
SMARCD3,c1_2
SMARCD3,c1_40
SMARCD3,c1_636
SMARCD3,c1_6
SMARCD3,c1_221
GPR107,c1_3
GPR107,c1_157
GPR107,c1_15
SPN,c1_69
SPN,c1_250
SPN,c1_2
SPN,c1_10
SLC25A10,c1_852
SLC25A10,c1_3
SLC25A10,c1_463
SLC25A10,c1_15
SLC25A10,c1_149
RNF126,c1_17
RNF126,c1_186
RNF126,c1_1161
RNF126,c1_4
RNF126,c1_591
RNF126,c1_985
MRPS6,c1_2
MRPS6,c1_8
ARMC7,c1_168
ARMC7,c1_15
ARMC7,c1_501
ARMC7,c1_865
ARMC7,c1_3
BET1L,c1_2
BET1L,c1_8
ZSWIM1,c1_4
ZSWIM1,c1_17
ZSWIM1,c1_963
ZSWIM1,c1_186
ZSWIM1,c1_584
MAB21L2,c1_3
MAB21L2,c1_397
MAB21L2,c1_117
MAB21L2,c1_15
MAB21L2,c1_794
TXLNA,c1_3
TXLNA,c1_341
TXLNA,c1_100
TXLNA,c1_15
ESYT2,c1_15
ESYT2,c1_350
ESYT2,c1_749
ESYT2,c1_3
ESYT2,c1_102
COPS7B,c1_6
COPS7B,c1_45
COPS7B,c1_2
YDJC,c1_184
YDJC,c1_4
YDJC,c1_17
ALYREF,c1_17
ALYREF,c1_4
ALYREF,c1_549
ALYREF,c1_184
INPP5A,c1_17
INPP5A,c1_608
INPP5A,c1_4
INPP5A,c1_1021
INPP5A,c1_188
LOC100909664,c1_306
LOC100909664,c1_3
LOC100909664,c1_89
LOC100909664,c1_15
RPH3AL,c1_8
RPH3AL,c1_54
RPH3AL,c1_237
RPH3AL,c1_2
MON1A,c1_16
MON1A,c1_174
MON1A,c1_4
MON1A,c1_519
KLK8,c1_504
KLK8,c1_4
KLK8,c1_171
KLK8,c1_16
KLK8,c1_1121
KLK8,c1_871
TMEM159,c1_253
TMEM159,c1_2
TMEM159,c1_72
TMEM159,c1_11
EYA4,c1_186
EYA4,c1_4
EYA4,c1_1147
EYA4,c1_17
EYA4,c1_584
EYA4,c1_961
SCMH1,c1_388
SCMH1,c1_15
SCMH1,c1_3
SCMH1,c1_114
LRRC8C,c1_17
LRRC8C,c1_586
LRRC8C,c1_186
LRRC8C,c1_4
PIGH,c1_261
PIGH,c1_667
PIGH,c1_1070
PIGH,c1_79
PIGH,c1_3
PIGH,c1_14
TXNDC12,c1_15
TXNDC12,c1_93
TXNDC12,c1_316
TXNDC12,c1_3
CDK2,c1_3
CDK2,c1_421
CDK2,c1_15
CDK2,c1_128
RAB8B,c1_3
RAB8B,c1_15
RAB8B,c1_85
LRRC3B,c1_4
LRRC3B,c1_186
LRRC3B,c1_982
LRRC3B,c1_17
LRRC3B,c1_590
LRRC3B,c1_1157
RP2,c1_2
RP2,c1_6
RP2,c1_40
FBXO8,c1_15
FBXO8,c1_138
FBXO8,c1_3
FBXO8,c1_437
MIER3,c1_999
MIER3,c1_1169
MIER3,c1_17
MIER3,c1_4
MIER3,c1_187
MIER3,c1_599
ACOT13,c1_186
ACOT13,c1_4
ACOT13,c1_17
FOXN2,c1_15
FOXN2,c1_3
FOXN2,c1_94
FOXN2,c1_320
FOXN2,c1_730
TNFRSF12A,c1_968
TNFRSF12A,c1_4
TNFRSF12A,c1_186
TNFRSF12A,c1_586
TNFRSF12A,c1_17
RAB33B,c1_15
RAB33B,c1_817
RAB33B,c1_126
RAB33B,c1_3
RAB33B,c1_414
CAPRIN2,c1_2
CAPRIN2,c1_6
PLEKHF2,c1_3
PLEKHF2,c1_103
PLEKHF2,c1_754
PLEKHF2,c1_355
PLEKHF2,c1_15
CGN,c1_2
CGN,c1_636
CGN,c1_6
CGN,c1_221
CGN,c1_40
ANKRD63,c1_587
ANKRD63,c1_186
ANKRD63,c1_4
ANKRD63,c1_17
RBM28,c1_4
RBM28,c1_603
RBM28,c1_17
RBM28,c1_187
RBM28,c1_1012
SCN11A,c1_188
SCN11A,c1_17
SCN11A,c1_1036
SCN11A,c1_612
SCN11A,c1_1175
SCN11A,c1_4
PSD4,c1_3
PSD4,c1_79
PSD4,c1_261
PSD4,c1_1070
PSD4,c1_667
PSD4,c1_14
FBF1,c1_3
FBF1,c1_339
FBF1,c1_100
FBF1,c1_15
RGD1563888,c1_675
RGD1563888,c1_14
RGD1563888,c1_264
RGD1563888,c1_3
RGD1563888,c1_79
UROD,c1_9
UROD,c1_65
UROD,c1_2
BORCS6,c1_4
BORCS6,c1_1157
BORCS6,c1_590
BORCS6,c1_186
BORCS6,c1_982
BORCS6,c1_17
NEWGENE_2134,c1_2
NEWGENE_2134,c1_68
NEWGENE_2134,c1_10
MTMR12,c1_346
MTMR12,c1_3
MTMR12,c1_15
MTMR12,c1_101
YBX1,c1_15
YBX1,c1_107
YBX1,c1_369
YBX1,c1_3
YBX1,c1_773
HPGD,c1_15
HPGD,c1_865
HPGD,c1_501
HPGD,c1_3
HPGD,c1_168
SLC39A3,c1_152
SLC39A3,c1_472
SLC39A3,c1_15
SLC39A3,c1_3
RAPGEF1,c1_162
RAPGEF1,c1_15
RAPGEF1,c1_3
HYAL2,c1_3
HYAL2,c1_14
HYAL2,c1_80
PHC1,c1_184
PHC1,c1_17
PHC1,c1_550
PHC1,c1_921
PHC1,c1_4
UBIAD1,c1_17
UBIAD1,c1_4
UBIAD1,c1_188
UBIAD1,c1_625
ZFP2,c1_317
ZFP2,c1_3
ZFP2,c1_93
ZFP2,c1_15
SLAIN2,c1_2
SLAIN2,c1_9
SLAIN2,c1_242
SLAIN2,c1_63
SEPTIN10,c1_2
SEPTIN10,c1_6
SEPTIN10,c1_41
VIPAS39,c1_16
VIPAS39,c1_173
VIPAS39,c1_4
NCAN,c1_6
NCAN,c1_2
ARPC5L,c1_17
ARPC5L,c1_186
ARPC5L,c1_592
ARPC5L,c1_4
PRKCSH,c1_4
PRKCSH,c1_593
PRKCSH,c1_186
PRKCSH,c1_17
DHX57,c1_632
DHX57,c1_22
DHX57,c1_5
DHX57,c1_198
DDI2,c1_115
DDI2,c1_3
DDI2,c1_15
DDI2,c1_788
DDI2,c1_390
LYSMD2,c1_17
LYSMD2,c1_186
LYSMD2,c1_592
LYSMD2,c1_4
STPG1,c1_2
STPG1,c1_234
STPG1,c1_53
STPG1,c1_8
STPG1,c1_651
KLHDC8A,c1_17
KLHDC8A,c1_186
KLHDC8A,c1_587
KLHDC8A,c1_4
GTF2A1,c1_4
GTF2A1,c1_561
GTF2A1,c1_184
GTF2A1,c1_17
FTO,c1_730
FTO,c1_320
FTO,c1_94
FTO,c1_3
FTO,c1_15
ZDHHC5,c1_3
ZDHHC5,c1_14
ZDHHC5,c1_82
IPO11,c1_184
IPO11,c1_4
IPO11,c1_17
IPO11,c1_549
PRMT3,c1_2
LRRC43,c1_15
LRRC43,c1_106
LRRC43,c1_3
LRRC43,c1_367
LRRC43,c1_772
SLC26A9,c1_4
SLC26A9,c1_186
SLC26A9,c1_587
SLC26A9,c1_17
RUVBL1,c1_667
RUVBL1,c1_3
RUVBL1,c1_14
RUVBL1,c1_79
RUVBL1,c1_1070
RUVBL1,c1_261
TLK2,c1_15
TLK2,c1_105
TLK2,c1_764
TLK2,c1_3
TLK2,c1_363
MZT1,c1_79
MZT1,c1_14
MZT1,c1_3
AP3B2,c1_397
AP3B2,c1_3
AP3B2,c1_15
AP3B2,c1_117
AP3B2,c1_793
RHEBL1,c1_634
RHEBL1,c1_208
RHEBL1,c1_26
RHEBL1,c1_5
BLOC1S5,c1_186
BLOC1S5,c1_4
BLOC1S5,c1_17
BLOC1S5,c1_590
APBA1,c1_15
APBA1,c1_796
APBA1,c1_398
APBA1,c1_3
APBA1,c1_117
UQCRFS1,c1_15
UQCRFS1,c1_146
UQCRFS1,c1_457
UQCRFS1,c1_3
EPHX4,c1_175
EPHX4,c1_4
EPHX4,c1_16
DNAJC1,c1_4
DNAJC1,c1_17
DNAJC1,c1_186
DNAJC1,c1_593
CYP19A1,c1_4
CYP19A1,c1_1147
CYP19A1,c1_961
CYP19A1,c1_584
CYP19A1,c1_17
CYP19A1,c1_186
RGD1307929,c1_81
RGD1307929,c1_14
RGD1307929,c1_3
RGD1560854,c1_3
RGD1560854,c1_298
RGD1560854,c1_15
RGD1560854,c1_87
CCDC61,c1_15
CCDC61,c1_148
CCDC61,c1_3
PIK3IP1,c1_3
PIK3IP1,c1_133
PIK3IP1,c1_15
MME,c1_187
MME,c1_1165
MME,c1_996
MME,c1_4
MME,c1_598
MME,c1_17
TM9SF1,c1_223
TM9SF1,c1_2
TM9SF1,c1_41
TM9SF1,c1_6
LBHD2,c1_16
LBHD2,c1_883
LBHD2,c1_174
LBHD2,c1_519
LBHD2,c1_4
ZFAND2A,c1_3
ZFAND2A,c1_15
ZFAND2A,c1_463
ZFAND2A,c1_149
NPPC,c1_3
NPPC,c1_324
NPPC,c1_733
NPPC,c1_95
NPPC,c1_15
MYO1A,c1_2
LRRC24,c1_905
LRRC24,c1_4
LRRC24,c1_539
LRRC24,c1_16
LRRC24,c1_181
MYBL2,c1_15
MYBL2,c1_339
MYBL2,c1_3
MYBL2,c1_100
ADAMTS12,c1_181
ADAMTS12,c1_4
ADAMTS12,c1_16
SRBD1,c1_2
RADX,c1_871
RADX,c1_504
RADX,c1_16
RADX,c1_1121
RADX,c1_171
RADX,c1_4
KRT222,c1_303
KRT222,c1_15
KRT222,c1_88
KRT222,c1_3
TBX3,c1_566
TBX3,c1_184
TBX3,c1_17
TBX3,c1_4
FKBP14,c1_223
FKBP14,c1_6
FKBP14,c1_41
FKBP14,c1_2
ADRA2B,c1_599
ADRA2B,c1_4
ADRA2B,c1_1182
ADRA2B,c1_999
ADRA2B,c1_17
ADRA2B,c1_1169
ADRA2B,c1_187
FMR1,c1_186
FMR1,c1_582
FMR1,c1_17
FMR1,c1_960
FMR1,c1_4
GDPD2,c1_279
GDPD2,c1_688
GDPD2,c1_3
GDPD2,c1_81
GDPD2,c1_14
PLD2,c1_2
BRD1,c1_3
BRD1,c1_426
BRD1,c1_15
BRD1,c1_130
NUFIP2,c1_21
NUFIP2,c1_5
NUFIP2,c1_196
DEPP1,c1_15
DEPP1,c1_3
DEPP1,c1_367
DEPP1,c1_771
DEPP1,c1_106
BBS4,c1_15
BBS4,c1_92
BBS4,c1_312
BBS4,c1_3
HES1,c1_16
HES1,c1_867
